"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Cytotoxic CD8 Tcells","Enteric glia cells","Fibroblasts","gdTcells","Lymphatic ECs","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Vascular ECs","VSMCs"
"RP11-34P13.7",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FO538757.2",34,2,7,1,4,94,4,2,3,2,2,4,3,0,1,82,2,0,4,1,5,2
"AP006222.2",20,0,4,0,7,58,0,0,1,2,1,0,0,1,0,18,5,0,2,0,4,6
"RP4-669L17.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RP5-857K21.4",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-206L10.9",2,0,1,0,1,9,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,5
"FAM87B",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00115",0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,1
"FAM41C",2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,1
"RP11-54O7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RP11-54O7.3",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAMD11",0,0,0,0,1,104,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0
"NOC2L",17,2,10,2,8,102,1,1,2,5,4,2,0,0,1,111,2,1,5,2,8,1
"KLHL17",2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0
"PLEKHN1",0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0
"PERM1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"RP11-54O7.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0
"HES4",9,0,2,0,12,59,2,2,0,0,0,5,0,1,0,248,14,0,10,1,17,111
"ISG15",166,0,59,3,34,352,6,1,7,16,7,5,3,2,3,75,6,3,60,8,104,16
"AGRN",3,0,1,0,4,35,0,4,0,0,0,1,0,0,1,46,1,1,0,0,11,2
"RNF223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"C1orf159",2,0,2,0,3,12,0,0,0,1,0,1,0,0,1,19,0,1,0,1,0,1
"RP11-465B22.8",1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0
"TTLL10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0
"TNFRSF18",4,0,6,1,2,5,20,0,0,24,2,0,4,4,6,2,0,9,1,38,1,0
"TNFRSF4",23,0,13,0,2,16,0,4,0,28,0,0,1,6,5,4,0,4,6,30,17,0
"SDF4",54,1,31,1,29,659,2,3,3,15,8,9,5,1,2,440,7,7,8,6,35,9
"B3GALT6",9,0,1,0,0,8,1,0,1,1,0,0,0,0,0,10,0,0,0,0,0,0
"FAM132A",1,0,1,0,1,7,0,0,0,0,1,0,0,0,0,93,0,0,1,0,3,0
"RP5-902P8.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"UBE2J2",26,0,16,1,12,157,3,4,4,6,3,4,1,0,2,133,5,5,8,3,10,2
"RP5-902P8.10",0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCNN1D",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"ACAP3",13,0,5,2,2,80,1,0,1,1,3,3,0,0,0,56,0,0,1,0,3,5
"PUSL1",6,0,3,0,3,34,0,1,2,1,1,2,0,0,1,79,1,1,2,1,3,1
"CPSF3L",23,1,13,2,10,153,3,1,3,5,5,4,0,1,2,141,1,5,7,1,9,5
"CPTP",8,0,2,0,7,34,2,1,2,0,1,4,0,0,1,81,1,0,3,0,4,1
"TAS1R3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
"DVL1",4,0,1,0,0,29,0,1,0,0,0,0,0,1,0,45,0,1,0,0,1,2
"MXRA8",0,0,0,1,49,793,0,0,0,0,0,6,0,0,0,7,4,0,0,1,1,4
"AURKAIP1",129,2,55,2,28,457,2,5,11,23,9,24,1,3,5,1301,6,18,24,5,33,24
"CCNL2",19,2,11,0,8,121,2,1,0,2,3,3,2,1,0,108,2,2,5,2,8,5
"MRPL20",103,3,49,4,24,460,4,3,13,16,13,17,0,2,4,665,6,5,14,10,34,32
"RP4-758J18.13",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANKRD65",2,0,2,0,5,57,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0
"VWA1",0,0,0,0,19,23,0,0,0,0,0,7,0,0,0,21,0,1,0,0,18,1
"ATAD3C",2,1,0,0,4,4,0,0,0,0,0,1,0,0,1,4,0,3,1,0,2,0
"ATAD3B",4,0,5,0,2,17,0,1,0,2,1,2,1,0,1,66,0,0,0,1,1,0
"ATAD3A",8,0,8,1,2,30,1,0,0,2,2,2,0,0,1,84,1,0,0,0,3,0
"TMEM240",0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SSU72",76,1,55,2,26,341,8,4,12,11,12,16,1,2,7,374,7,7,14,13,30,11
"RP5-832C2.5",0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,7,0,0,1,0,0,0
"C1orf233",1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"RP11-345P4.9",4,0,0,0,6,11,0,0,0,0,0,2,0,0,0,25,0,0,0,0,0,0
"MIB2",10,1,3,0,2,70,3,1,2,2,4,2,0,2,0,85,3,2,2,3,2,3
"MMP23B",0,0,0,0,1,538,1,0,0,1,2,2,0,0,1,10,1,0,0,0,0,0
"CDK11B",19,3,8,0,5,81,4,2,5,8,8,7,0,0,1,176,2,1,2,3,10,5
"RP11-345P4.10",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"SLC35E2B",14,0,6,2,4,71,2,0,2,1,1,2,0,0,2,59,0,2,1,0,0,0
"CDK11A",16,0,8,0,5,76,5,1,3,8,6,2,2,1,2,127,2,2,3,5,9,2
"SLC35E2",1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0
"NADK",42,1,7,0,5,51,1,1,2,1,1,0,0,0,0,135,0,0,8,3,4,3
"GNB1",97,1,35,2,12,171,2,1,6,5,6,4,1,0,0,284,1,2,10,0,18,9
"RP1-140A9.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"TMEM52",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
"CFAP74",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"GABRD",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"RP11-547D24.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"PRKCZ",2,0,2,0,2,10,0,2,0,3,0,2,1,1,0,72,0,0,0,2,1,1
"RP11-181G12.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FAAP20",82,1,41,3,26,340,6,3,14,7,11,16,1,1,5,232,7,5,11,5,13,11
"RP11-181G12.4",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SKI",15,0,6,0,5,108,1,0,1,2,1,5,0,0,1,30,2,0,4,0,15,4
"MORN1",1,0,1,0,0,3,0,0,0,0,0,1,0,0,0,11,1,0,0,0,0,0
"RER1",106,1,34,4,20,426,4,7,6,13,8,10,2,1,6,575,5,8,13,3,15,7
"PEX10",10,0,3,0,7,74,1,2,0,0,1,3,0,0,0,46,0,1,1,0,3,2
"PLCH2",0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,8,0,0,0,0,0,0
"PANK4",4,0,2,0,5,27,2,0,0,1,0,0,0,0,0,26,2,0,1,1,0,0
"HES5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"RP3-395M20.12",4,0,4,0,2,1,1,0,2,1,0,0,1,2,0,43,0,1,4,1,1,0
"RP3-395M20.8",4,1,0,0,1,1,3,0,1,2,0,0,0,0,0,63,0,1,1,0,0,0
"TNFRSF14",89,3,37,1,3,176,4,3,12,26,9,3,1,1,3,231,3,6,11,5,14,3
"RP3-395M20.9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
"FAM213B",11,0,3,0,6,18,0,1,0,1,0,2,0,0,0,119,0,0,0,1,4,2
"MMEL1",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0
"TTC34",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"LINC00982",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"PRDM16",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,1
"RP11-22L13.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ARHGEF16",2,0,0,0,6,5,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,1
"MEGF6",1,0,1,0,7,14,0,1,0,0,0,0,0,0,0,4,0,0,1,1,2,0
"TPRG1L",12,0,4,0,1,76,0,0,2,1,1,2,0,0,0,87,0,1,4,0,2,6
"WRAP73",5,1,10,1,9,76,0,1,2,2,2,0,0,0,0,51,1,1,1,1,8,0
"TP73",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"TP73-AS1",3,0,0,0,1,29,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,2
"SMIM1",4,0,1,0,6,31,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,2
"LRRC47",14,0,5,0,10,99,1,1,0,4,1,4,2,1,3,62,3,2,2,0,2,2
"CEP104",16,0,7,0,7,47,1,0,1,2,1,2,0,0,0,53,0,1,1,1,2,1
"DFFB",3,0,0,0,1,5,1,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0
"C1orf174",13,2,4,2,8,84,4,0,1,2,0,3,0,1,4,53,1,1,2,3,6,6
"LINC01134",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0
"AJAP1",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NPHP4",2,0,2,0,0,7,0,0,0,0,0,2,0,0,0,8,0,0,0,1,0,1
"KCNAB2",25,1,19,0,0,5,2,0,0,10,4,0,0,0,1,5,0,1,9,2,2,0
"RPL22",1386,19,769,29,152,4078,93,50,246,268,142,157,65,30,74,5745,60,67,195,100,288,154
"RP1-120G22.11",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RNF207",1,0,2,0,0,18,0,1,0,1,0,0,0,0,0,12,0,1,0,0,1,0
"ICMT",15,0,5,1,2,81,2,1,0,0,1,2,0,0,0,100,1,0,2,0,7,1
"LINC00337",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"GPR153",3,0,1,0,0,32,0,0,0,0,0,1,0,0,0,36,0,0,0,0,0,0
"ACOT7",25,0,6,0,4,35,6,0,0,2,3,1,0,1,2,229,0,2,1,3,1,1
"RP1-202O8.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0
"HES2",0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,90,0,0,0,0,0,0
"ESPN",0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0
"TNFRSF25",13,0,4,0,3,1,1,1,0,11,5,0,1,0,1,69,0,0,0,5,5,0
"PLEKHG5",20,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0
"NOL9",4,1,1,0,5,39,0,1,0,3,1,1,1,0,0,25,2,0,0,2,0,1
"TAS1R1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ZBTB48",10,0,3,1,1,21,0,0,2,0,1,0,0,1,0,25,1,1,0,0,3,3
"KLHL21",5,0,1,0,1,23,2,0,1,0,0,2,0,0,0,9,2,0,0,0,3,1
"PHF13",3,0,1,0,2,27,1,0,0,0,0,4,0,0,0,10,0,0,0,0,2,3
"THAP3",8,0,4,0,11,64,1,1,0,1,0,4,0,0,2,28,2,0,2,2,2,5
"DNAJC11",9,0,0,0,2,27,1,0,1,0,0,3,0,0,1,65,0,1,0,0,2,1
"RP11-312B8.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAMTA1",81,2,43,0,43,229,1,1,5,4,8,29,2,0,1,430,4,3,9,5,26,48
"VAMP3",76,1,24,1,19,185,2,4,1,1,2,7,0,1,0,127,6,2,10,0,25,8
"PER3",27,0,4,0,8,102,0,0,0,0,1,3,0,0,0,8,1,0,0,0,3,3
"UTS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"TNFRSF9",9,1,0,0,0,0,3,0,0,0,3,0,1,0,0,0,0,1,1,5,0,0
"PARK7",210,5,124,7,72,1313,23,13,26,50,43,45,6,3,16,1225,22,14,38,35,75,64
"ERRFI1",6,0,1,1,3,235,2,4,0,0,0,10,0,0,0,79,5,0,1,0,4,8
"RP11-431K24.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"SLC45A1",1,0,1,0,2,26,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
"RERE",21,0,8,0,9,114,1,2,2,2,0,6,0,0,1,123,2,1,3,2,11,2
"RP5-1115A15.1",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENO1",419,8,235,9,61,1018,50,9,35,104,59,34,8,14,35,1423,7,27,82,45,68,22
"ENO1-AS1",1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0
"SLC2A5",11,0,1,0,0,0,0,0,0,0,0,2,0,0,0,14,0,0,0,0,0,0
"GPR157",3,0,3,0,0,9,1,2,0,0,1,1,0,0,1,10,0,0,0,0,2,1
"MIR34AHG",1,0,1,0,1,5,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
"RP3-510D11.2",0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"H6PD",15,0,2,0,1,76,0,0,0,0,0,0,0,0,0,30,1,0,1,0,6,0
"SPSB1",1,0,0,0,8,149,0,2,0,0,0,3,0,0,0,44,1,0,0,0,4,0
"SLC25A33",5,0,2,1,4,35,0,0,3,2,1,2,0,0,0,75,1,0,0,1,2,2
"TMEM201",4,0,1,0,1,4,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0
"PIK3CD",8,1,8,1,0,3,4,0,4,1,3,0,0,1,1,0,0,0,2,1,0,0
"PIK3CD-AS1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"PIK3CD-AS2",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CLSTN1",13,1,3,0,10,84,0,1,0,1,4,5,0,0,0,196,1,3,2,1,6,4
"CTNNBIP1",28,1,12,2,7,49,1,0,0,3,2,1,0,0,2,126,1,0,4,3,25,3
"LZIC",16,0,12,0,6,81,5,0,0,2,1,4,0,1,2,78,0,0,1,0,11,5
"NMNAT1",5,0,4,0,2,16,0,0,2,2,0,1,0,0,0,44,0,1,0,1,2,1
"RBP7",26,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,10,0,339,0
"UBE4B",4,0,6,0,2,32,1,0,1,0,0,1,0,0,0,35,1,0,3,0,3,1
"KIF1B",29,1,5,0,5,61,1,0,0,0,0,4,0,0,0,46,1,0,2,0,3,2
"PGD",44,0,22,0,5,128,3,0,2,2,2,1,0,1,0,135,0,0,11,0,0,0
"APITD1-CORT",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"APITD1",1,0,0,0,2,16,0,0,0,0,0,0,0,0,0,39,0,1,0,0,1,0
"CORT",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"DFFA",10,0,6,0,5,76,1,0,1,1,2,3,1,0,1,76,1,1,4,0,16,3
"PEX14",8,0,6,0,7,48,0,1,1,0,1,4,0,0,0,33,2,0,1,1,6,2
"CASZ1",0,0,1,0,0,1,0,0,0,0,1,6,0,0,0,84,0,0,0,0,2,1
"C1orf127",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TARDBP",35,3,9,0,12,152,3,2,6,3,2,6,3,0,2,141,0,4,4,2,16,7
"RP4-635E18.8",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"SRM",20,0,6,0,1,95,0,0,1,1,1,2,0,0,1,84,1,3,2,0,6,1
"EXOSC10",15,0,8,1,8,58,2,2,1,2,0,1,0,0,1,68,0,1,5,1,4,2
"RP4-635E18.6",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"MTOR",5,0,4,0,2,11,2,1,1,0,0,1,0,1,0,43,0,0,0,0,1,0
"ANGPTL7",0,0,1,0,264,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UBIAD1",7,0,1,0,3,38,0,1,3,2,1,0,0,0,0,36,0,1,0,1,3,1
"PTCHD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"FBXO2",0,0,0,0,0,12,1,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0
"FBXO44",7,0,3,1,5,61,1,0,2,5,2,2,0,0,0,1,0,0,1,1,0,1
"FBXO6",30,1,10,0,4,32,0,0,1,0,5,2,0,0,1,65,0,0,8,0,1,0
"MAD2L2",25,1,8,1,8,63,7,0,2,6,7,3,2,0,1,40,1,3,6,3,6,0
"DRAXIN",0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"AGTRAP",53,1,12,4,9,243,3,3,4,2,3,2,1,3,0,82,0,1,19,2,11,0
"C1orf167",0,0,0,0,2,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
"MTHFR",17,0,6,0,3,35,0,2,0,2,0,0,0,0,0,47,3,0,6,1,6,4
"CLCN6",7,0,0,0,2,11,0,0,0,1,0,0,0,0,0,17,0,0,0,0,1,0
"NPPA-AS1",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPPA",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0
"KIAA2013",29,0,2,0,5,44,3,0,0,3,0,2,1,0,1,175,0,1,2,1,4,1
"PLOD1",22,0,2,0,8,129,0,0,1,0,0,0,0,1,1,34,5,1,5,0,3,0
"MFN2",13,0,0,1,3,30,0,0,2,1,0,5,0,0,1,117,1,1,1,0,1,3
"MIIP",25,1,14,2,17,36,0,0,2,2,1,2,1,0,0,43,2,0,4,0,3,1
"TNFRSF8",3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,4,0
"TNFRSF1B",158,3,69,5,1,50,19,0,4,25,24,0,3,2,3,17,1,3,47,21,11,0
"VPS13D",13,0,0,0,8,42,2,0,1,1,1,5,0,1,0,61,4,0,2,1,6,4
"DHRS3",32,0,5,0,54,202,1,2,0,5,5,1,0,0,2,106,0,0,1,0,19,2
"RP11-474O21.5",0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PDPN",1,0,1,0,5,130,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"PRDM2",22,0,4,0,2,83,2,0,5,4,10,3,2,0,1,57,0,6,1,3,3,1
"RP11-344F13.1",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KAZN",0,0,0,0,0,77,0,0,0,1,0,0,0,0,0,18,0,0,0,0,3,0
"TMEM51-AS1",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
"TMEM51",25,0,5,0,0,35,0,2,1,0,0,0,0,0,0,66,3,0,3,0,3,16
"FHAD1",3,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP3-467K16.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP3-467K16.4",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EFHD2",120,0,59,2,2,76,4,0,4,11,2,3,0,1,4,349,0,3,22,6,8,0
"CASP9",13,0,1,0,2,30,1,0,0,0,0,1,1,0,0,22,0,0,0,0,0,2
"DNAJC16",6,1,1,0,2,17,0,0,1,2,1,0,0,0,0,49,0,1,1,0,4,2
"RP4-680D5.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"AGMAT",0,0,1,0,0,3,0,0,2,0,0,1,0,0,0,52,0,0,1,0,0,0
"RP4-680D5.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"DDI2",8,0,5,0,2,31,1,0,2,0,2,1,0,0,1,37,0,0,2,0,2,0
"PLEKHM2",15,0,8,1,3,51,0,0,2,0,1,3,0,1,1,24,0,0,0,0,5,0
"SLC25A34",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
"TMEM82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0
"FBLIM1",1,0,3,0,2,50,0,1,0,0,1,5,0,0,1,182,4,0,0,0,2,8
"UQCRHL",7,0,2,0,3,12,0,0,3,2,0,1,0,0,0,73,1,1,1,0,2,4
"FLJ37453",5,0,7,0,6,9,1,0,1,1,2,1,0,0,0,19,0,0,0,0,0,0
"SPEN",24,0,10,0,4,66,1,0,2,1,2,0,1,0,2,77,2,0,4,3,3,2
"ZBTB17",8,0,3,1,3,31,2,0,2,1,1,4,1,1,1,27,1,2,0,0,0,4
"HSPB7",0,0,0,0,0,5,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,10
"CLCNKB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FAM131C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"EPHA2",2,0,2,0,0,14,0,2,0,0,0,0,0,0,0,144,4,0,0,0,10,0
"RP11-276H7.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RP11-276H7.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ARHGEF19",1,0,3,0,2,12,0,1,1,0,0,0,0,0,0,20,0,0,0,1,1,0
"RSG1",1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
"FBXO42",11,0,6,0,2,46,3,0,0,1,1,0,0,0,0,22,1,0,3,0,2,1
"SZRD1",35,0,14,1,11,147,5,0,6,7,6,3,0,2,3,137,3,2,2,2,10,7
"NECAP2",96,3,8,1,8,115,1,5,5,5,11,3,1,3,3,91,2,1,10,2,19,2
"RP4-798A10.2",1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RP4-798A10.7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"RP4-798A10.4",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"NBPF1",3,0,2,0,0,18,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0
"CROCC",2,0,0,0,3,44,1,0,1,0,1,1,0,0,0,6,0,0,1,1,2,3
"RP11-108M9.4",19,1,13,0,3,74,0,1,1,0,1,2,0,0,0,97,2,0,2,0,5,1
"RP11-108M9.6",1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0
"MFAP2",0,0,1,0,0,321,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0
"ATP13A2",22,0,2,0,3,21,1,0,1,0,2,0,0,0,1,91,1,0,0,1,2,2
"SDHB",107,1,39,4,29,294,4,2,8,7,6,13,1,1,3,587,9,0,10,7,22,9
"PADI2",1,1,2,0,0,4,0,0,0,0,0,0,0,0,0,203,1,0,0,0,1,0
"PADI4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"RCC2",16,0,7,0,3,15,1,0,2,3,4,1,0,2,0,119,0,2,4,0,2,0
"ARHGEF10L",30,0,7,0,0,24,0,0,0,0,0,1,0,0,0,132,0,0,1,0,0,3
"ACTL8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"IGSF21",17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"KLHDC7A",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"ALDH4A1",2,0,0,0,2,16,0,0,0,0,0,1,0,0,0,10,0,0,0,0,1,2
"IFFO2",3,0,1,0,1,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
"UBR4",23,0,8,2,10,107,3,0,5,5,3,5,1,0,0,90,0,2,3,0,4,3
"RP1-43E13.2",3,0,1,0,3,15,0,0,0,1,0,1,0,0,0,4,0,0,0,0,1,0
"EMC1",8,1,2,0,5,65,0,1,1,0,1,1,0,0,1,50,4,1,1,0,0,2
"MRTO4",20,0,11,0,4,66,1,0,2,3,1,4,1,0,1,105,1,0,0,1,8,0
"AKR7A3",1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,364,0,0,0,0,0,0
"AKR7A2",41,0,19,1,29,444,10,2,11,7,5,14,3,0,1,441,9,2,7,3,18,11
"PQLC2",8,0,5,0,0,13,0,0,2,0,0,1,0,0,0,19,0,0,2,0,0,0
"CAPZB",439,7,156,4,37,1162,36,11,30,51,45,48,10,2,18,702,9,4,54,25,61,45
"MINOS1",244,8,108,3,36,867,20,3,21,30,22,60,8,5,5,2066,9,3,41,11,58,57
"NBL1",14,0,3,0,2,936,1,0,1,3,2,35,0,0,0,488,10,0,1,1,44,4
"TMCO4",5,1,6,0,1,27,1,1,1,2,1,1,0,1,0,43,0,1,2,3,1,0
"RNF186",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,231,0,1,0,0,0,0
"RP11-91K11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"OTUD3",0,0,1,1,1,7,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0
"PLA2G2A",10,0,1,0,4,666,0,0,1,0,0,2,1,0,0,4724,0,1,1,0,3,1
"PLA2G5",0,0,0,0,1,21,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"PLA2G2D",45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"PLA2G2C",1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0
"UBXN10-AS1",0,0,1,0,0,1,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0
