"","Transcriptomics","Final"
"29796",2,1
"4519",-1,0
"1537",2,1
"7381",2,1
"10975",2,1
"27089",2,1
"7384",2,1
"7386",2,1
"7388",2,1
"7385",2,1
"9481",0,0
"9016",1,1
"7351",1,1
"7352",0,0
"4535",2,1
"4540",2,1
"4541",2,1
"4729",2,1
"126328",2,1
"4717",0,0
"4719",0,0
"7991",0,0
"4539",2,1
"4707",2,1
"4705",1,1
"4536",2,1
"4713",0,0
"4538",2,1
"4731",2,1
"4695",0,0
"4708",2,1
"4711",2,1
"4723",2,1
"4706",2,1
"4701",0,0
"4724",1,1
"4718",2,1
"4698",0,0
"4537",2,1
"55967",2,1
"4728",2,1
"4715",2,1
"51079",2,1
"54539",2,1
"4714",2,1
"4720",2,1
"4712",2,1
"4722",2,1
"4704",0,0
"4694",2,1
"4702",2,1
"4709",2,1
"4725",2,1
"4710",2,1
"4697",2,1
"4726",2,1
"4716",2,1
"374291",1,1
"1345",2,1
"1340",2,1
"1329",2,1
"4514",2,1
"4513",2,1
"1327",2,1
"1351",2,1
"1349",2,1
"1346",0,0
"1347",2,1
"9377",2,1
"1337",2,1
"4512",2,1
"1350",2,1
"9167",2,1
"125965",0,0
"1339",0,0
"170712",0,0
"84701",1,1
"4363",2,1
"146712",0,0
"10554",0,0
"240",0,0
"534",0,0
"8705",0,0
"570",0,0
"622",0,0
"57818",0,0
"8647",0,0
"124935",0,0
"6531",0,0
"11000",0,0
"4758",2,1
"2618",2,1
"2629",0,0
"7264",2,1
"284098",2,1
"3163",2,1
"7923",2,1
"10723",2,1
"201288",-1,0
"645740",-1,0
"1589",1,1
"9651",1,1
"8396",0,0
"8399",1,1
"64711",0,0
"7366",1,1
"9374",1,1
"93100",0,0
"55229",1,1
"26063",1,1
"2880",0,0
"65263",0,0
"8781",0,0
"31",2,1
"55750",2,1
"8644",0,0
"1066",0,0
"5446",0,0
"4905",2,1
"4700",2,1
"4696",2,1
"341947",0,0
