"","GSM2579317","GSM2579321","GSM2579325","GSM2579329","GSM2579333","GSM2579337"
"200931",0,0,0,0,1,1
"10941",1,1,1,1,1,1
"79799",1,1,1,1,1,1
"10476",1,1,1,1,1,1
"518",1,1,1,1,1,1
"498",1,1,1,1,1,1
"516",1,1,1,1,1,1
"522",1,1,1,1,1,1
"515",1,1,1,1,1,1
"9551",1,1,1,1,1,1
"27109",1,0,1,0,0,1
"267020",1,0,0,0,1,1
"509",1,1,1,1,1,1
"513",1,1,1,1,1,1
"514",1,1,1,1,1,1
"517",1,1,1,1,1,1
"521",1,1,1,1,1,1
"10632",1,1,1,1,1,1
"506",1,1,1,1,1,1
"539",1,1,1,1,1,1
"29796",1,1,1,1,1,1
"4519",1,1,1,1,1,1
"1537",1,1,1,1,1,1
"7381",1,1,1,1,1,1
"10975",1,1,1,1,1,1
"27089",1,1,1,1,1,1
"7384",1,1,1,1,1,1
"7386",1,1,1,1,1,1
"7388",1,1,1,1,1,1
"7385",1,1,1,1,1,1
"9481",1,1,1,1,1,1
"9016",1,1,0,1,0,0
"7351",1,1,1,1,1,1
"7352",0,1,0,0,1,1
"4535",1,1,1,1,1,1
"4540",1,1,1,1,1,1
"4541",1,1,1,1,1,1
"4729",1,0,1,1,0,0
"126328",1,1,0,1,1,1
"4717",1,1,1,1,1,1
"4719",0,1,0,1,0,0
"7991",0,0,0,0,1,0
"4539",1,1,1,1,1,1
"4707",1,1,1,1,1,1
"4705",1,1,1,1,1,1
"4536",1,1,1,1,1,1
"4713",1,1,1,1,1,1
"4538",1,1,1,1,1,1
"4731",1,0,1,0,1,1
"4695",1,1,1,1,1,1
"4708",1,1,1,1,1,1
"4711",1,1,1,1,1,1
"4723",1,1,1,1,1,1
"4706",1,1,1,1,1,1
"4701",0,0,0,1,0,1
"4724",1,1,1,1,1,1
"4718",1,1,1,1,1,1
"4698",1,1,1,1,1,1
"4537",1,1,1,1,1,1
"55967",1,1,1,1,1,1
"4728",1,1,1,1,1,1
"4715",1,1,1,1,1,1
"51079",1,1,1,1,1,1
"54539",1,1,1,1,1,1
"4714",1,1,1,1,1,1
"4720",1,1,1,1,1,1
"4712",1,1,1,1,1,1
"4722",1,1,1,1,1,1
"4704",1,1,1,0,1,0
"4694",1,1,1,1,1,1
"4702",1,1,1,1,1,1
"4709",1,1,1,1,1,1
"4725",1,1,1,1,1,1
"4710",1,1,1,1,1,1
"4697",1,1,1,1,1,1
"4726",1,1,1,1,1,1
"4716",1,1,1,1,1,1
"374291",1,1,0,1,0,0
"1345",1,1,1,1,1,1
"1340",1,1,1,1,1,1
"1329",1,1,1,1,1,1
"4514",1,1,1,1,1,1
"4513",1,1,1,1,1,1
"1327",1,1,1,1,1,1
"1351",1,1,1,1,1,1
"1349",1,1,1,1,1,1
"1346",0,0,0,1,0,0
"1347",1,1,1,1,1,1
"9377",1,1,1,1,1,1
"1337",1,1,1,1,1,1
"4512",1,1,1,1,1,1
"1350",1,1,1,1,1,1
"9167",1,1,1,1,1,1
"125965",0,0,0,1,0,0
"1339",1,1,1,1,1,1
"170712",1,1,1,1,1,1
"84701",1,1,1,1,1,1
"4363",0,1,0,1,1,1
"146712",0,1,0,1,1,0
"10554",1,0,1,1,0,0
"240",0,1,1,0,1,0
"534",0,0,0,0,1,1
"8705",1,1,1,0,1,1
"570",1,0,0,0,0,1
"622",0,0,1,1,1,1
"57818",1,1,1,1,1,1
"8647",0,0,0,1,0,0
"124935",0,0,1,0,0,1
"6531",1,1,1,1,1,1
"11000",0,1,1,0,1,0
"4758",1,1,1,1,1,0
"2618",1,1,1,0,0,1
"2629",0,1,1,1,0,0
"7264",1,1,1,1,1,1
"284098",1,0,1,1,1,0
"3163",1,1,1,1,1,1
"7923",1,1,1,1,1,1
"10723",0,1,0,0,1,0
"201288",1,1,1,1,1,1
"645740",1,0,0,0,0,0
"1589",1,1,1,1,1,1
"9651",1,0,0,1,0,0
"8396",0,0,1,0,1,1
"8399",1,1,1,1,1,1
"64711",0,0,0,0,0,1
"7366",1,1,1,1,1,1
"9374",1,1,1,0,1,1
"93100",1,0,1,1,1,1
"55229",1,1,1,1,0,0
"26063",0,0,0,1,1,1
"2880",1,1,1,1,1,1
"65263",1,0,1,1,0,1
"8781",0,0,1,0,1,0
"31",0,1,1,0,0,1
"55750",1,1,1,0,0,1
"8644",1,1,0,0,0,0
"1066",0,0,1,0,0,0
"5446",1,1,1,1,1,1
"4905",1,1,0,0,1,1
"4700",1,1,1,1,1,1
"4696",1,1,1,1,1,1
"341947",1,1,1,1,1,1
